,index,latitude,longitude,address,id
521,9294,30.771941,121.373524,30.771941-121.373524,521
522,9315,30.715526,121.351073,30.715526-121.351073,522
523,9355,30.716187,121.349498,30.716187-121.349498,523
524,9424,30.72456,121.344043,30.72456-121.344043,524
525,9461,30.790922,121.348126,30.790922-121.348126,525
526,9467,30.718302,121.314644,30.718302-121.314644,526
527,9474,30.74139,121.380141,30.74139-121.380141,527
528,9538,30.723654,121.330778,30.723654-121.330778,528
529,9563,30.73407,121.350673,30.73407-121.350673,529
530,9606,30.747024,121.287991,30.747024-121.287991,530
531,9615,30.731903,121.334173,30.731903-121.334173,531
532,9659,30.739639,121.373695,30.739639-121.373695,532
533,9667,30.719537,121.355948,30.719537-121.355948,533
534,9692,30.718108,121.283169,30.718108-121.283169,534
535,9701,30.948258,121.324472,30.948258-121.324472,535
536,9714,30.739797,121.32739,30.739797-121.32739,536
537,9760,30.733903,121.341904,30.733903-121.341904,537
538,9770,30.766975,121.362906,30.766975-121.362906,538
539,9776,30.853798,121.344272,30.853798-121.344272,539
540,9788,30.846072,121.32313,30.846072-121.32313,540
541,9789,30.749894,121.270796,30.749894-121.270796,541
542,9795,30.758612,121.320541,30.758612-121.320541,542
543,9796,30.838466,121.228977,30.838466-121.228977,543
544,9797,30.751838,121.360056,30.751838-121.360056,544
545,9807,30.808567,121.29074,30.808567-121.29074,545
546,9831,30.889897,121.320413,30.889897-121.320413,546
547,9858,30.814573,121.352883,30.814573-121.352883,547
548,9861,30.898697,121.172576,30.898697-121.172576,548
549,9864,30.730296,121.342643,30.730296-121.342643,549
550,9871,30.705762,121.33512,30.705762-121.33512,550
551,9885,30.799332,121.268825,30.799332-121.268825,551
552,9891,30.746286,121.344028,30.746286-121.344028,552
553,9915,30.736093,121.355957,30.736093-121.355957,553
554,9916,35.24116,113.276351,35.24116-113.276351,554
555,9922,30.827125,121.329382,30.827125-121.329382,555
556,9924,30.7834,121.299618,30.7834-121.299618,556
557,9925,30.741272,121.3348,30.741272-121.3348,557
558,9931,30.734301,121.25722,30.734301-121.25722,558
559,9933,30.830149,121.35652,30.830149-121.35652,559
560,9936,30.736314,121.354852,30.736314-121.354852,560
561,9944,30.716044,121.291037,30.716044-121.291037,561
562,9952,30.811433,121.309343,30.811433-121.309343,562
563,9954,30.887807,121.346419,30.887807-121.346419,563
564,9985,30.889117,121.319998,30.889117-121.319998,564
565,9993,30.77648,121.358227,30.77648-121.358227,565
566,9994,30.763589,121.264689,30.763589-121.264689,566
567,10001,30.873326,121.284335,30.873326-121.284335,567
568,10008,30.7653,121.292527,30.7653-121.292527,568
569,10009,30.903508,121.331287,30.903508-121.331287,569
570,10019,30.875057,121.324697,30.875057-121.324697,570
571,10033,30.797557,121.356113,30.797557-121.356113,571
572,10044,30.965531,121.208487,30.965531-121.208487,572
573,10046,30.741693,121.367052,30.741693-121.367052,573
574,10058,31.342417,121.40922,31.342417-121.40922,574
575,10073,31.324464,121.387532,31.324464-121.387532,575
576,10097,31.492988,121.292044,31.492988-121.292044,576
577,10102,31.308964,121.403345,31.308964-121.403345,577
578,10114,31.3065,121.429743,31.3065-121.429743,578
579,10124,31.305114,121.41898,31.305114-121.41898,579
580,10127,31.302746,121.376994,31.302746-121.376994,580
581,10131,31.276718,121.371696,31.276718-121.371696,581
582,10142,31.276349,121.39526,31.276349-121.39526,582
583,10165,31.065206,121.803371,31.065206-121.803371,583
584,10175,31.288233,121.304952,31.288233-121.304952,584
585,10194,31.353347,121.441038,31.353347-121.441038,585
586,10219,31.343106,121.455682,31.343106-121.455682,586
587,10277,31.327049,121.443238,31.327049-121.443238,587
588,10303,31.235461,121.498056,31.235461-121.498056,588
589,10318,31.382369,121.258579,31.382369-121.258579,589
590,10320,31.370457,121.470415,31.370457-121.470415,590
591,10325,31.357773,121.508693,31.357773-121.508693,591
592,10345,31.337749,121.579688,31.337749-121.579688,592
593,10371,31.260555,121.410883,31.260555-121.410883,593
594,10405,31.287814,121.355886,31.287814-121.355886,594
595,10431,31.370336,121.265507,31.370336-121.265507,595
596,10483,31.406017,121.240101,31.406017-121.240101,596
597,10490,31.313065,121.417971,31.313065-121.417971,597
598,10511,31.357217,121.439635,31.357217-121.439635,598
599,10522,31.33167,121.440751,31.33167-121.440751,599
600,10550,31.337218,121.465181,31.337218-121.465181,600
601,10607,31.354948,121.496863,31.354948-121.496863,601
602,10629,31.387987,121.495216,31.387987-121.495216,602
603,10692,31.345443,121.596458,31.345443-121.596458,603
604,10704,31.355885,121.375057,31.355885-121.375057,604
605,10716,31.31394,121.382812,31.31394-121.382812,605
606,10776,31.468523,121.425585,31.468523-121.425585,606
607,10792,31.318369,121.407014,31.318369-121.407014,607
608,10854,31.316181,121.405014,31.316181-121.405014,608
609,10869,31.313444,121.309439,31.313444-121.309439,609
610,10871,31.405231,121.506638,31.405231-121.506638,610
611,10912,31.246097,121.39928,31.246097-121.39928,611
612,10937,31.441487,121.179013,31.441487-121.179013,612
613,10942,31.327484,121.406697,31.327484-121.406697,613
614,10985,31.260835,121.366953,31.260835-121.366953,614
615,11002,31.255942,121.38141,31.255942-121.38141,615
616,11014,31.266232,121.402951,31.266232-121.402951,616
617,11018,31.320829,121.389518,31.320829-121.389518,617
618,11021,31.291773,121.203129,31.291773-121.203129,618
619,11022,31.24448,121.37062,31.24448-121.37062,619
620,11058,31.346682,121.49352,31.346682-121.49352,620
621,11072,31.339206,121.453188,31.339206-121.453188,621
622,11080,31.473557,121.331298,31.473557-121.331298,622
623,11090,31.282237,121.42091,31.282237-121.42091,623
624,11107,31.337262,121.473928,31.337262-121.473928,624
625,11170,31.407391,121.490586,31.407391-121.490586,625
626,11171,31.283959,121.416644,31.283959-121.416644,626
627,11201,31.488248,121.349833,31.488248-121.349833,627
628,11214,31.415226,121.349387,31.415226-121.349387,628
629,11215,31.460409,121.401649,31.460409-121.401649,629
630,11228,31.420016,121.44113,31.420016-121.44113,630
631,11243,31.355465,121.412867,31.355465-121.412867,631
632,11311,31.402222,121.493387,31.402222-121.493387,632
633,11336,31.200882,121.446511,31.200882-121.446511,633
634,11392,31.420803,121.280523,31.420803-121.280523,634
635,11393,31.415595,121.188844,31.415595-121.188844,635
636,11401,31.359545,121.18156,31.359545-121.18156,636
637,11403,31.321416,121.215,31.321416-121.215,637
638,11430,31.301132,121.177821,31.301132-121.177821,638
639,11436,31.273767,121.222048,31.273767-121.222048,639
640,11461,31.293561,121.362372,31.293561-121.362372,640
641,11487,31.370388,121.187891,31.370388-121.187891,641
642,11499,31.338059,121.289933,31.338059-121.289933,642
643,11614,31.390234,121.254572,31.390234-121.254572,643
644,11669,31.248587,121.277434,31.248587-121.277434,644
645,11711,31.311631,121.354326,31.311631-121.354326,645
646,11731,31.405792,121.489703,31.405792-121.489703,646
647,11745,31.346801,121.577398,31.346801-121.577398,647
648,11787,31.350616,121.589116,31.350616-121.589116,648
649,11812,31.342336,121.605688,31.342336-121.605688,649
650,11818,31.406426,121.476433,31.406426-121.476433,650
651,11823,31.285059,121.406807,31.285059-121.406807,651
652,11832,31.312069,121.172955,31.312069-121.172955,652
653,11845,31.209904,121.234203,31.209904-121.234203,653
654,11859,31.202075,121.187355,31.202075-121.187355,654
655,11928,31.358014,121.37617,31.358014-121.37617,655
656,11941,31.294057,121.171316,31.294057-121.171316,656
657,11944,31.344291,121.487858,31.344291-121.487858,657
658,12001,31.395694,121.391302,31.395694-121.391302,658
659,12002,31.395438,121.472743,31.395438-121.472743,659
660,12004,31.414938,121.486809,31.414938-121.486809,660
661,12011,31.355737,121.403678,31.355737-121.403678,661
662,12142,31.412982,121.496282,31.412982-121.496282,662
663,12189,31.388641,121.444174,31.388641-121.444174,663
664,12246,31.403259,121.447841,31.403259-121.447841,664
665,12277,31.371366,121.236234,31.371366-121.236234,665
666,12286,31.382812,121.242351,31.382812-121.242351,666
667,12325,31.365408,121.245027,31.365408-121.245027,667
668,12339,31.252264,121.38269,31.252264-121.38269,668
669,12370,31.280262,121.364633,31.280262-121.364633,669
670,12439,31.378631,121.277965,31.378631-121.277965,670
671,12458,31.39034,121.272165,31.39034-121.272165,671
672,12496,31.300545,121.170082,31.300545-121.170082,672
673,12511,31.319077,121.331853,31.319077-121.331853,673
674,12545,31.32712,121.254377,31.32712-121.254377,674
675,12583,31.301307,121.33124,31.301307-121.33124,675
676,12610,31.374842,121.264224,31.374842-121.264224,676
677,12619,31.373432,121.490334,31.373432-121.490334,677
678,12625,31.254534,121.34772,31.254534-121.34772,678
679,12658,31.456227,121.359857,31.456227-121.359857,679
680,12668,31.37273,121.546117,31.37273-121.546117,680
681,12669,31.42225,121.355698,31.42225-121.355698,681
682,12672,31.483764,121.274813,31.483764-121.274813,682
683,12675,31.492475,121.328439,31.492475-121.328439,683
684,12677,31.373346,121.135761,31.373346-121.135761,684
685,12685,31.467705,121.201637,31.467705-121.201637,685
686,12687,31.437104,121.31285,31.437104-121.31285,686
687,12690,31.365913,121.177965,31.365913-121.177965,687
688,12694,31.273276,121.1303,31.273276-121.1303,688
689,12719,31.274536,121.097082,31.274536-121.097082,689
690,12721,31.373175,121.438741,31.373175-121.438741,690
691,12740,31.289282,121.378597,31.289282-121.378597,691
692,12742,31.247519,121.322265,31.247519-121.322265,692
693,12845,31.242991,121.515376,31.242991-121.515376,693
694,12879,31.319501,121.584673,31.319501-121.584673,694
695,12893,31.268642,121.332479,31.268642-121.332479,695
696,12955,31.31724,121.237444,31.31724-121.237444,696
697,12986,31.371694,121.443832,31.371694-121.443832,697
698,13044,31.356868,121.555161,31.356868-121.555161,698
699,13046,31.299749,121.170321,31.299749-121.170321,699
700,13062,31.323113,121.616609,31.323113-121.616609,700
701,13076,31.290887,121.435064,31.290887-121.435064,701
702,13082,31.255173,121.403569,31.255173-121.403569,702
703,13093,31.348418,121.427796,31.348418-121.427796,703
704,13161,31.459469,121.412299,31.459469-121.412299,704
705,13170,31.395973,121.258897,31.395973-121.258897,705
706,13180,31.252495,121.390194,31.252495-121.390194,706
707,13208,31.364407,121.561457,31.364407-121.561457,707
708,13222,31.380093,121.517779,31.380093-121.517779,708
709,13232,31.378141,121.503801,31.378141-121.503801,709
710,13234,31.395915,121.363062,31.395915-121.363062,710
711,13267,31.273019,121.307617,31.273019-121.307617,711
712,13334,31.210033,121.405714,31.210033-121.405714,712
713,13348,31.301057,121.388942,31.301057-121.388942,713
714,13357,31.360948,121.595293,31.360948-121.595293,714
715,13361,31.341417,121.271089,31.341417-121.271089,715
716,13364,31.359311,121.310645,31.359311-121.310645,716
717,13376,31.231687,121.32576,31.231687-121.32576,717
718,13418,31.220809,121.305363,31.220809-121.305363,718
719,13443,31.267266,121.385292,31.267266-121.385292,719
720,13457,31.278808,121.419722,31.278808-121.419722,720
721,13467,31.355364,121.537096,31.355364-121.537096,721
722,13480,31.290434,121.425041,31.290434-121.425041,722
723,13491,31.250271,121.406561,31.250271-121.406561,723
724,13523,31.384186,121.484871,31.384186-121.484871,724
725,13549,31.327299,121.452936,31.327299-121.452936,725
726,13575,31.254912,121.371838,31.254912-121.371838,726
727,13592,31.434069,121.448741,31.434069-121.448741,727
728,13601,31.397749,121.267217,31.397749-121.267217,728
729,13602,31.4193,121.285094,31.4193-121.285094,729
730,13608,31.402828,121.48779,31.402828-121.48779,730
731,13618,31.423181,121.387917,31.423181-121.387917,731
732,13641,31.380359,121.304458,31.380359-121.304458,732
733,13642,31.364503,121.391608,31.364503-121.391608,733
734,13672,31.294885,121.244609,31.294885-121.244609,734
735,13688,31.353624,121.155902,31.353624-121.155902,735
736,13691,31.339114,121.321261,31.339114-121.321261,736
737,13728,31.261132,121.093167,31.261132-121.093167,737
738,13737,31.247155,121.23112,31.247155-121.23112,738
739,13779,31.269521,121.153127,31.269521-121.153127,739
740,13781,31.383625,121.268069,31.383625-121.268069,740
741,13783,31.326648,121.304442,31.326648-121.304442,741
742,13813,31.277512,121.287969,31.277512-121.287969,742
743,13918,31.32087,121.393055,31.32087-121.393055,743
744,13928,31.431346,121.222574,31.431346-121.222574,744
745,13929,31.284292,121.273506,31.284292-121.273506,745
746,13932,31.306306,121.28988,31.306306-121.28988,746
747,13933,31.301877,121.353206,31.301877-121.353206,747
748,13953,31.38336,121.420672,31.38336-121.420672,748
749,13958,31.205759,121.26316,31.205759-121.26316,749
750,14011,31.413754,121.202263,31.413754-121.202263,750
751,14019,31.400853,121.483671,31.400853-121.483671,751
752,14024,31.239726,121.139516,31.239726-121.139516,752
753,14038,31.280339,121.402957,31.280339-121.402957,753
754,14106,31.265326,121.394456,31.265326-121.394456,754
755,14128,31.410197,121.500761,31.410197-121.500761,755
756,14131,31.253394,121.389864,31.253394-121.389864,756
757,14158,31.452354,121.33861,31.452354-121.33861,757
758,14163,31.381763,121.301878,31.381763-121.301878,758
759,14197,31.268263,121.394134,31.268263-121.394134,759
760,14205,31.387389,121.431922,31.387389-121.431922,760
761,14231,30.948712,121.365593,30.948712-121.365593,761
762,14244,31.46933,121.246736,31.46933-121.246736,762
763,14252,31.429482,121.184088,31.429482-121.184088,763
764,14254,31.376717,121.539395,31.376717-121.539395,764
765,14277,31.286501,121.363758,31.286501-121.363758,765
766,14281,31.207125,121.299924,31.207125-121.299924,766
767,14294,31.430211,121.28239,31.430211-121.28239,767
768,14314,31.289489,121.341656,31.289489-121.341656,768
769,14319,31.230201,121.308739,31.230201-121.308739,769
770,14326,31.278478,121.420747,31.278478-121.420747,770
771,14328,31.456258,121.413525,31.456258-121.413525,771
772,14344,31.398623,121.409041,31.398623-121.409041,772
773,14345,31.282514,121.343407,31.282514-121.343407,773
774,14371,31.288777,121.390078,31.288777-121.390078,774
775,14399,31.340851,121.63262,31.340851-121.63262,775
776,14400,31.368461,121.372259,31.368461-121.372259,776
777,14441,31.396351,121.44222,31.396351-121.44222,777
778,14457,31.294155,121.418063,31.294155-121.418063,778
779,14479,31.417324,121.491388,31.417324-121.491388,779
780,14480,31.294194,121.316828,31.294194-121.316828,780
781,14490,31.450256,121.254671,31.450256-121.254671,781
782,14492,31.401391,121.463758,31.401391-121.463758,782
783,14500,31.23423,121.119889,31.23423-121.119889,783
784,14502,31.378285,121.436137,31.378285-121.436137,784
785,14584,31.219945,121.285654,31.219945-121.285654,785
786,14598,31.382497,121.548578,31.382497-121.548578,786
787,14612,31.270302,121.398224,31.270302-121.398224,787
788,14626,31.369006,121.25552,31.369006-121.25552,788
789,14629,31.230933,121.347295,31.230933-121.347295,789
790,14676,31.344675,121.443963,31.344675-121.443963,790
791,14725,30.796696,121.200272,30.796696-121.200272,791
792,14739,31.427978,121.433301,31.427978-121.433301,792
793,14742,31.214561,121.298904,31.214561-121.298904,793
794,14774,31.234004,121.276012,31.234004-121.276012,794
795,14781,31.344366,121.51915,31.344366-121.51915,795
796,14783,31.243338,121.253922,31.243338-121.253922,796
797,14787,31.260742,121.399188,31.260742-121.399188,797
798,14794,31.258677,121.392956,31.258677-121.392956,798
799,14802,31.397648,121.28551,31.397648-121.28551,799
800,14807,31.32899,121.323419,31.32899-121.323419,800
801,14823,31.260816,121.36983,31.260816-121.36983,801
802,14828,31.259267,121.369254,31.259267-121.369254,802
803,14829,31.272151,121.375814,31.272151-121.375814,803
804,14849,31.391131,121.251789,31.391131-121.251789,804
805,14851,31.236862,121.355595,31.236862-121.355595,805
806,14865,31.396658,121.496972,31.396658-121.496972,806
807,14900,39.612987,118.20604,39.612987-118.20604,807
808,14904,31.330908,121.45516,31.330908-121.45516,808
809,14916,31.255025,121.199554,31.255025-121.199554,809
810,14919,31.215347,121.134685,31.215347-121.134685,810
811,14921,31.265705,121.420959,31.265705-121.420959,811
812,14951,31.305269,121.397452,31.305269-121.397452,812
813,14958,31.351256,121.519123,31.351256-121.519123,813
814,14962,31.288583,121.428686,31.288583-121.428686,814
815,14969,31.318661,121.194317,31.318661-121.194317,815
816,14998,31.48259,121.348661,31.48259-121.348661,816
817,15001,31.43737,121.432451,31.43737-121.432451,817
818,15018,31.296405,121.392803,31.296405-121.392803,818
819,15038,31.274417,121.257132,31.274417-121.257132,819
820,15056,31.33775,121.306733,31.33775-121.306733,820
821,15076,31.331242,121.225906,31.331242-121.225906,821
822,15102,31.436148,121.224416,31.436148-121.224416,822
823,15103,31.221346,121.201454,31.221346-121.201454,823
824,15106,31.223175,121.184646,31.223175-121.184646,824
825,15118,31.459342,121.319364,31.459342-121.319364,825
826,15126,31.304081,121.326517,31.304081-121.326517,826
827,15130,31.274169,121.221302,31.274169-121.221302,827
828,15159,31.232095,121.20583,31.232095-121.20583,828
829,15182,31.333315,121.188402,31.333315-121.188402,829
830,15184,31.409644,121.303936,31.409644-121.303936,830
831,15188,31.370992,121.177459,31.370992-121.177459,831
832,15201,31.252877,121.148181,31.252877-121.148181,832
833,15206,31.344797,121.500999,31.344797-121.500999,833
834,15207,31.358748,121.52806,31.358748-121.52806,834
835,15210,31.441726,121.246593,31.441726-121.246593,835
836,15233,31.367578,121.31858,31.367578-121.31858,836
837,15257,31.3397,121.298473,31.3397-121.298473,837
838,15291,31.318695,121.410448,31.318695-121.410448,838
839,15300,31.254111,121.408424,31.254111-121.408424,839
840,15328,31.30048,121.469206,31.30048-121.469206,840
841,15329,31.288044,121.356098,31.288044-121.356098,841
842,15330,31.261563,121.376836,31.261563-121.376836,842
843,15352,31.293519,121.22306,31.293519-121.22306,843
844,15353,31.262048,121.458128,31.262048-121.458128,844
845,15365,31.486771,121.360405,31.486771-121.360405,845
846,15368,31.33454,121.46611,31.33454-121.46611,846
847,15376,31.382771,121.291756,31.382771-121.291756,847
848,15411,46.777465,131.812182,46.777465-131.812182,848
849,15416,31.332113,121.451373,31.332113-121.451373,849
850,15417,31.361645,121.475443,31.361645-121.475443,850
851,15452,31.28711,121.226904,31.28711-121.226904,851
852,15474,31.453478,121.256429,31.453478-121.256429,852
853,15480,31.294598,121.206157,31.294598-121.206157,853
854,15482,31.246059,121.362706,31.246059-121.362706,854
855,15528,31.32755,121.15343,31.32755-121.15343,855
856,15529,31.28915,121.229167,31.28915-121.229167,856
857,15539,31.36124,121.451839,31.36124-121.451839,857
858,15547,31.410089,121.244982,31.410089-121.244982,858
859,15558,31.456615,121.221022,31.456615-121.221022,859
860,15598,31.243709,121.197504,31.243709-121.197504,860
861,15599,31.127879,121.452728,31.127879-121.452728,861
862,15607,31.30092,121.16892,31.30092-121.16892,862
863,15615,31.387989,121.396749,31.387989-121.396749,863
864,15625,31.337637,121.446597,31.337637-121.446597,864
865,15637,31.444014,121.25661,31.444014-121.25661,865
866,15649,31.3691,121.415317,31.3691-121.415317,866
867,15675,31.24822,121.296297,31.24822-121.296297,867
868,15694,31.280857,121.169253,31.280857-121.169253,868
869,15710,31.292462,121.271212,31.292462-121.271212,869
870,15713,31.385543,121.469415,31.385543-121.469415,870
871,15719,31.227795,121.254172,31.227795-121.254172,871
872,15724,31.275331,121.286529,31.275331-121.286529,872
873,15725,31.262032,121.117499,31.262032-121.117499,873
874,15728,31.266413,121.351003,31.266413-121.351003,874
875,15731,31.335141,121.413142,31.335141-121.413142,875
876,15734,31.421831,121.349166,31.421831-121.349166,876
877,15735,31.410741,121.442349,31.410741-121.442349,877
878,15737,31.352538,121.490272,31.352538-121.490272,878
879,15757,31.235454,121.172523,31.235454-121.172523,879
880,15767,31.324375,121.433451,31.324375-121.433451,880
881,15770,31.221319,121.166272,31.221319-121.166272,881
882,15774,31.23593,121.220028,31.23593-121.220028,882
883,15784,31.294834,121.431554,31.294834-121.431554,883
884,15791,31.277484,121.382842,31.277484-121.382842,884
885,15797,31.396687,121.378844,31.396687-121.378844,885
886,15801,31.360977,121.444195,31.360977-121.444195,886
887,15815,31.425786,121.422506,31.425786-121.422506,887
888,15832,31.335151,121.590721,31.335151-121.590721,888
889,15851,31.292008,121.36941,31.292008-121.36941,889
890,15871,31.305433,121.435633,31.305433-121.435633,890
891,15875,31.312672,121.593011,31.312672-121.593011,891
892,15887,31.26604,121.399004,31.26604-121.399004,892
893,15907,31.297527,121.376,31.297527-121.376,893
894,15917,31.254166,121.224476,31.254166-121.224476,894
895,15939,31.360292,121.583955,31.360292-121.583955,895
896,15960,31.4163,121.496785,31.4163-121.496785,896
897,15964,31.432457,121.359456,31.432457-121.359456,897
898,15966,31.426865,121.351198,31.426865-121.351198,898
899,15969,31.281813,121.354285,31.281813-121.354285,899
900,15993,31.288102,121.122551,31.288102-121.122551,900
901,15995,31.267263,121.086225,31.267263-121.086225,901
902,16003,31.198836,121.215066,31.198836-121.215066,902
903,16025,31.412391,121.491247,31.412391-121.491247,903
904,16026,31.356238,121.568226,31.356238-121.568226,904
905,16057,31.366638,121.43543,31.366638-121.43543,905
906,16084,31.240412,121.147662,31.240412-121.147662,906
907,16089,31.370654,121.459272,31.370654-121.459272,907
908,16108,31.299851,121.163211,31.299851-121.163211,908
909,16113,31.257553,121.311711,31.257553-121.311711,909
910,16149,31.311763,121.21253,31.311763-121.21253,910
911,16164,31.312494,121.157796,31.312494-121.157796,911
912,16170,31.239319,121.265377,31.239319-121.265377,912
913,16189,31.300493,121.323029,31.300493-121.323029,913
914,16193,31.299874,121.298501,31.299874-121.298501,914
915,16201,31.324905,121.29416,31.324905-121.29416,915
916,16224,31.242078,121.331128,31.242078-121.331128,916
917,16225,31.414397,121.481621,31.414397-121.481621,917
918,16249,31.349748,121.506246,31.349748-121.506246,918
919,16269,31.224385,121.143509,31.224385-121.143509,919
920,16277,31.318258,121.167266,31.318258-121.167266,920
921,16279,31.30446,121.426575,31.30446-121.426575,921
922,16281,31.430745,121.187414,31.430745-121.187414,922
923,16285,31.303224,121.308726,31.303224-121.308726,923
924,16291,31.33876,121.437747,31.33876-121.437747,924
925,16310,31.323457,121.57815,31.323457-121.57815,925
926,16319,31.327488,121.437837,31.327488-121.437837,926
927,16331,31.253405,121.091261,31.253405-121.091261,927
928,16333,31.455174,121.413981,31.455174-121.413981,928
929,16367,31.379455,121.372876,31.379455-121.372876,929
930,16377,31.323091,121.364299,31.323091-121.364299,930
931,16413,31.29092,121.359453,31.29092-121.359453,931
932,16432,31.469563,121.384552,31.469563-121.384552,932
933,16436,31.260888,121.340352,31.260888-121.340352,933
934,16437,31.255582,121.363523,31.255582-121.363523,934
935,16443,31.402193,121.367083,31.402193-121.367083,935
936,16444,31.367392,121.276877,31.367392-121.276877,936
937,16445,31.292661,121.305822,31.292661-121.305822,937
938,16494,31.283733,121.149832,31.283733-121.149832,938
939,16501,31.284086,121.212427,31.284086-121.212427,939
940,16509,31.436901,121.294601,31.436901-121.294601,940
941,16511,31.318974,121.412838,31.318974-121.412838,941
942,16529,31.307142,121.362041,31.307142-121.362041,942
943,16549,31.184888,121.510295,31.184888-121.510295,943
944,16586,31.176978,121.499522,31.176978-121.499522,944
945,16629,31.256151,121.557845,31.256151-121.557845,945
946,16635,31.272659,121.601779,31.272659-121.601779,946
947,16639,31.163705,121.503747,31.163705-121.503747,947
948,16758,31.227167,121.633295,31.227167-121.633295,948
949,16765,31.214958,121.527054,31.214958-121.527054,949
950,16772,31.283403,121.541263,31.283403-121.541263,950
951,16776,31.250826,121.578689,31.250826-121.578689,951
952,16786,31.19868,121.485666,31.19868-121.485666,952
953,16791,31.222233,121.623547,31.222233-121.623547,953
954,16830,31.260959,121.562594,31.260959-121.562594,954
955,16845,31.204179,121.538588,31.204179-121.538588,955
956,16866,31.207679,121.489691,31.207679-121.489691,956
957,16889,31.211591,121.499553,31.211591-121.499553,957
958,16900,31.220416,121.529149,31.220416-121.529149,958
959,16914,31.254981,121.623923,31.254981-121.623923,959
960,16919,31.203031,121.443586,31.203031-121.443586,960
961,16949,31.273045,121.546148,31.273045-121.546148,961
962,16980,31.262756,121.625447,31.262756-121.625447,962
963,16996,31.202883,121.476296,31.202883-121.476296,963
964,17009,31.247688,121.528106,31.247688-121.528106,964
965,17017,31.211634,121.520845,31.211634-121.520845,965
966,17023,31.221201,121.497347,31.221201-121.497347,966
967,17025,31.208346,121.544892,31.208346-121.544892,967
968,17101,31.198048,121.604048,31.198048-121.604048,968
969,17117,31.217074,121.510123,31.217074-121.510123,969
970,17128,31.217682,121.499709,31.217682-121.499709,970
971,17141,31.27795,121.538718,31.27795-121.538718,971
972,17167,31.286632,121.552094,31.286632-121.552094,972
973,17187,31.2676,121.541803,31.2676-121.541803,973
974,17199,31.260217,121.525816,31.260217-121.525816,974
975,17224,31.242152,121.609858,31.242152-121.609858,975
976,17225,31.260165,121.541462,31.260165-121.541462,976
977,17252,31.213015,121.547755,31.213015-121.547755,977
978,17262,31.213061,121.483541,31.213061-121.483541,978
979,17269,31.221052,121.503967,31.221052-121.503967,979
980,17281,31.159756,121.525433,31.159756-121.525433,980
981,17292,30.884387,121.408648,30.884387-121.408648,981
982,17300,31.19107,121.554321,31.19107-121.554321,982
983,17346,31.203987,121.520591,31.203987-121.520591,983
984,17410,31.250332,121.594504,31.250332-121.594504,984
985,17456,31.262941,121.602924,31.262941-121.602924,985
986,17471,35.379598,116.072359,35.379598-116.072359,986
987,17642,31.177646,121.555355,31.177646-121.555355,987
988,17682,31.180763,121.476049,31.180763-121.476049,988
989,17709,31.181485,121.520026,31.181485-121.520026,989
990,17769,31.159667,121.515041,31.159667-121.515041,990
991,17794,31.174661,121.52822,31.174661-121.52822,991
992,17851,31.208384,121.466365,31.208384-121.466365,992
993,17876,31.202395,121.6278,31.202395-121.6278,993
994,17932,31.209424,121.530284,31.209424-121.530284,994
995,17933,31.217476,121.494788,31.217476-121.494788,995
996,17960,31.241739,121.537288,31.241739-121.537288,996
997,17961,31.224539,121.550163,31.224539-121.550163,997
998,17962,31.276616,121.593917,31.276616-121.593917,998
999,17963,31.208589,121.524447,31.208589-121.524447,999
1000,17978,31.201966,121.545756,31.201966-121.545756,1000
1001,17979,31.224551,121.547983,31.224551-121.547983,1001
1002,17990,31.235847,121.536101,31.235847-121.536101,1002
1003,18004,31.228852,121.541643,31.228852-121.541643,1003
1004,18005,31.223114,121.522857,31.223114-121.522857,1004
1005,18009,31.25007,121.546845,31.25007-121.546845,1005
1006,18023,31.24641,121.548541,31.24641-121.548541,1006
1007,18030,31.209182,121.535827,31.209182-121.535827,1007
1008,18043,31.246527,121.534982,31.246527-121.534982,1008
1009,18092,31.238815,121.559352,31.238815-121.559352,1009
1010,18099,31.221662,121.539905,31.221662-121.539905,1010
1011,18109,31.20901,121.478403,31.20901-121.478403,1011
1012,18121,31.19124,121.507961,31.19124-121.507961,1012
1013,18123,31.26748,121.57859,31.26748-121.57859,1013
1014,18141,31.259633,121.594477,31.259633-121.594477,1014
1015,18188,31.258551,121.584794,31.258551-121.584794,1015
1016,18191,31.252105,121.56398,31.252105-121.56398,1016
1017,18238,31.211107,121.59082,31.211107-121.59082,1017
1018,18254,31.242157,121.568785,31.242157-121.568785,1018
1019,18296,31.231508,121.577691,31.231508-121.577691,1019
1020,18331,31.242948,121.608734,31.242948-121.608734,1020
1021,18342,31.216371,121.601926,31.216371-121.601926,1021
1022,18374,31.209644,121.56447,31.209644-121.56447,1022
1023,18422,31.187254,121.536259,31.187254-121.536259,1023
1024,18460,31.190301,121.566862,31.190301-121.566862,1024
1025,18494,31.209025,121.616514,31.209025-121.616514,1025
1026,18570,31.166408,121.569203,31.166408-121.569203,1026
1027,18621,31.170097,121.608906,31.170097-121.608906,1027
1028,18624,31.178278,121.606216,31.178278-121.606216,1028
1029,18635,31.270362,121.612773,31.270362-121.612773,1029
1030,18667,31.280348,121.592755,31.280348-121.592755,1030
1031,18670,31.263651,121.573401,31.263651-121.573401,1031
1032,18744,31.196266,121.537132,31.196266-121.537132,1032
1033,18781,31.256426,121.61001,31.256426-121.61001,1033
1034,18795,31.226966,121.53174,31.226966-121.53174,1034
1035,18814,31.215246,121.604329,31.215246-121.604329,1035
